state,date,total_case,daily_cases
Hawaii,4/17/20,541,11
Hawaii,4/18/20,574,33
Hawaii,4/19/20,580,6
Hawaii,4/20/20,584,4
Hawaii,4/21/20,586,2
Hawaii,4/22/20,592,6
Hawaii,4/23/20,596,4
Hawaii,4/24/20,601,5
Hawaii,4/25/20,605,4
Hawaii,4/26/20,606,1
Hawaii,4/27/20,607,1
Hawaii,4/28/20,609,2
Hawaii,4/29/20,613,4
Hawaii,4/30/20,618,5
Hawaii,5/1/20,619,1
Hawaii,5/2/20,620,1
Hawaii,5/3/20,620,0
Hawaii,5/4/20,621,1
Hawaii,5/5/20,625,4
Hawaii,5/6/20,626,1
Hawaii,5/7/20,629,3
Hawaii,5/8/20,629,0
Hawaii,5/9/20,631,2
Hawaii,5/10/20,632,1
Hawaii,5/11/20,634,2
Hawaii,5/12/20,635,1
Hawaii,5/13/20,638,3
Hawaii,5/14/20,637,-1
Hawaii,5/15/20,638,1
Hawaii,5/16/20,639,1
Hawaii,5/17/20,640,1
Hawaii,5/18/20,640,0
Hawaii,5/19/20,641,1
Hawaii,5/20/20,643,2
Hawaii,5/21/20,647,4
Hawaii,5/22/20,642,-5
Hawaii,5/23/20,643,1
Hawaii,5/24/20,643,0
Hawaii,5/25/20,643,0
Hawaii,5/26/20,643,0
Hawaii,5/27/20,644,1
Hawaii,5/28/20,647,3
Hawaii,5/29/20,649,2
Hawaii,5/30/20,651,2
Hawaii,5/31/20,652,1
Hawaii,6/1/20,652,0
Hawaii,6/2/20,653,1
Hawaii,6/3/20,653,0
Hawaii,6/4/20,655,2
Hawaii,6/5/20,664,9
Hawaii,6/6/20,673,9
Hawaii,6/7/20,675,2
Hawaii,6/8/20,676,1
Hawaii,6/9/20,682,6
Hawaii,6/10/20,685,3
Hawaii,6/11/20,692,7
Hawaii,6/12/20,706,14
Hawaii,6/13/20,723,17
Hawaii,6/14/20,728,5
Hawaii,6/15/20,736,8
Hawaii,6/16/20,736,0
Hawaii,6/17/20,744,8
Hawaii,6/18/20,762,18
Hawaii,6/19/20,789,27
Hawaii,6/20/20,789,0
Hawaii,6/21/20,814,25
Hawaii,6/22/20,816,2
Hawaii,6/23/20,819,3
Hawaii,6/24/20,835,16
Hawaii,6/25/20,851,16
Hawaii,6/26/20,866,15
Hawaii,6/27/20,872,6
Hawaii,6/28/20,899,27
Hawaii,6/29/20,900,1
Hawaii,6/30/20,917,17
Hawaii,7/1/20,926,9
Hawaii,7/2/20,946,20
Hawaii,7/3/20,975,29
Hawaii,7/4/20,999,24
Hawaii,7/5/20,1023,24
Hawaii,7/6/20,1030,7
Hawaii,7/7/20,1071,41
Hawaii,7/8/20,1094,23
Hawaii,7/9/20,1130,36
Hawaii,7/10/20,1158,28
Hawaii,7/11/20,1200,42
Hawaii,7/12/20,1220,20
Hawaii,7/13/20,1243,23
Hawaii,7/14/20,1264,21
Hawaii,7/15/20,1292,28
Hawaii,7/16/20,1311,19
Hawaii,7/17/20,1334,23
Hawaii,7/18/20,1354,20
Hawaii,7/19/20,1381,27
Hawaii,7/20/20,1393,12
Hawaii,7/21/20,1418,25
Hawaii,7/22/20,1435,17
Hawaii,7/23/20,1490,55
Hawaii,7/24/20,1549,59
Hawaii,7/25/20,1620,71
Hawaii,7/26/20,1683,63
Hawaii,7/27/20,1711,28
Hawaii,7/28/20,1757,46
Hawaii,7/29/20,1865,108
Hawaii,7/30/20,1989,124
Hawaii,7/31/20,2111,122
Hawaii,8/1/20,2197,86
Hawaii,8/2/20,2242,45
Hawaii,8/3/20,2448,206
Hawaii,8/4/20,2591,143
Hawaii,8/5/20,2763,172
Hawaii,8/6/20,2914,151
Hawaii,8/7/20,3115,201
Hawaii,8/8/20,3346,231
Hawaii,8/9/20,3498,152
Hawaii,8/10/20,3638,140
Hawaii,8/11/20,3756,118
Hawaii,8/12/20,3958,202
Hawaii,8/13/20,4312,354
Hawaii,8/14/20,4543,231
Hawaii,8/15/20,4825,282
Hawaii,8/16/20,5042,217
Hawaii,8/17/20,5215,173
Hawaii,8/18/20,5349,134
Hawaii,8/19/20,5609,260
Hawaii,8/20/20,5844,235
Hawaii,8/21/20,6072,228
Hawaii,8/22/20,6356,284
Hawaii,8/23/20,6600,244
Hawaii,8/24/20,6769,169
Hawaii,8/25/20,6984,215
Hawaii,8/26/20,7260,276
Hawaii,8/27/20,7566,306
Hawaii,8/28/20,7830,264
Hawaii,8/29/20,8139,309
Hawaii,8/30/20,8339,200
Hawaii,8/31/20,8472,133
Hawaii,9/1/20,8653,181
Hawaii,9/2/20,8991,338
Hawaii,9/3/20,9202,211
Hawaii,9/4/20,9473,271
Hawaii,9/5/20,9693,220
Hawaii,9/6/20,9855,162
Hawaii,9/7/20,9959,104
Hawaii,9/8/20,10025,66
Hawaii,9/9/20,10123,98
Hawaii,9/10/20,10292,169
Hawaii,9/11/20,10593,301
Hawaii,9/12/20,10722,129
Hawaii,9/13/20,10834,112
Hawaii,9/14/20,10913,79
Hawaii,9/15/20,10978,65
Hawaii,9/16/20,11080,102
Hawaii,9/17/20,11239,159
Hawaii,9/18/20,11376,137
Hawaii,9/19/20,11485,109
Hawaii,9/20/20,11562,77
Hawaii,9/21/20,11618,56
Hawaii,9/22/20,11681,63
Hawaii,9/23/20,11848,167
Hawaii,9/24/20,11938,90
Hawaii,9/25/20,12078,140
Hawaii,9/26/20,12205,127
Hawaii,9/27/20,12303,98
Hawaii,9/28/20,12390,87
Hawaii,9/29/20,12477,87
Hawaii,9/30/20,12597,120
Hawaii,10/1/20,12702,105
Hawaii,10/2/20,12788,86
Hawaii,10/3/20,12921,133
Hawaii,10/4/20,12991,70
Hawaii,10/5/20,13041,50
Hawaii,10/6/20,13124,83
Hawaii,10/7/20,13232,108
Hawaii,10/8/20,13333,101
Hawaii,10/9/20,13494,161
Hawaii,10/10/20,13565,71
Hawaii,10/11/20,13666,101
Hawaii,10/12/20,13708,42
Hawaii,10/13/20,13769,61
Hawaii,10/14/20,13868,99
Hawaii,10/15/20,13958,90
Hawaii,10/16/20,14047,89
Hawaii,10/17/20,14143,96
Hawaii,10/18/20,14225,82
Hawaii,10/19/20,14262,37
Hawaii,10/20/20,14350,88
Hawaii,10/21/20,14427,77
Hawaii,10/22/20,14529,102
Hawaii,10/23/20,14669,140
Hawaii,10/24/20,14758,89
Hawaii,10/25/20,14877,119
Hawaii,10/26/20,14914,37
Hawaii,10/27/20,14978,64
Hawaii,10/28/20,15039,61
Hawaii,10/29/20,15116,77
Hawaii,10/30/20,15216,100
Hawaii,10/31/20,15284,68
Hawaii,11/1/20,15367,83
Hawaii,11/2/20,15444,77
Hawaii,11/3/20,15531,87
Hawaii,11/4/20,15686,155
Hawaii,11/5/20,15785,99
Hawaii,11/6/20,15923,138
Hawaii,11/7/20,16051,128
Hawaii,11/8/20,16179,128
Hawaii,11/9/20,16242,63
Hawaii,11/10/20,16320,78
Hawaii,11/11/20,16437,117
Hawaii,11/12/20,16534,97
Hawaii,11/13/20,16652,118
Hawaii,11/14/20,16759,107
Hawaii,11/15/20,16759,0
Hawaii,11/16/20,16853,94
Hawaii,11/17/20,16905,52
Hawaii,11/18/20,16974,69
Hawaii,11/19/20,17081,107
Hawaii,11/20/20,17199,118
Hawaii,11/21/20,17361,162
Hawaii,11/22/20,17483,122
Hawaii,11/23/20,17596,113
Hawaii,11/24/20,17656,60
Hawaii,11/25/20,17764,108
Hawaii,11/26/20,17881,117
Hawaii,11/27/20,18006,125
Hawaii,11/28/20,18082,76
Hawaii,11/29/20,18138,56
Hawaii,11/30/20,18223,85
Hawaii,12/1/20,18266,43
Hawaii,12/2/20,18342,76
Hawaii,12/3/20,18484,142
Hawaii,12/4/20,18605,121
Hawaii,12/5/20,18738,133
Hawaii,12/6/20,18842,104
Hawaii,12/7/20,18923,81
Hawaii,12/8/20,18976,53
Hawaii,12/9/20,19056,80
Hawaii,12/10/20,19179,123
Hawaii,12/11/20,19315,136
Hawaii,12/12/20,19708,393
Hawaii,12/13/20,19676,-32
Hawaii,12/14/20,19975,299
Hawaii,12/15/20,19896,-79
Hawaii,12/16/20,20058,162
Hawaii,12/17/20,20231,173
Hawaii,12/18/20,20413,182
Hawaii,12/19/20,20565,152
Hawaii,12/20/20,20817,252
Hawaii,12/21/20,20881,64
Hawaii,12/22/20,20879,-2
Hawaii,12/23/20,21015,136
Hawaii,12/24/20,21173,158
Hawaii,12/25/20,21358,185
Hawaii,12/26/20,21432,74
Hawaii,12/27/20,21512,80
Hawaii,12/28/20,21508,-4
Hawaii,12/29/20,21609,101
Hawaii,12/30/20,21748,139
Hawaii,12/31/20,22007,259
Hawaii,1/1/21,22397,390
Hawaii,1/2/21,22448,51
Hawaii,1/3/21,22560,112
Hawaii,1/4/21,22602,42
Hawaii,1/5/21,22757,155
Hawaii,1/6/21,22917,160
Hawaii,1/7/21,23400,483
Hawaii,1/8/21,23704,304
Hawaii,1/9/21,23897,193
Hawaii,1/10/21,24045,148
Hawaii,1/11/21,24201,156
Hawaii,1/12/21,24261,60
Hawaii,1/13/21,24352,91
Hawaii,1/14/21,24598,246
Hawaii,1/15/21,24789,191
Hawaii,1/16/21,24969,180
Hawaii,1/17/21,25064,95
Hawaii,1/18/21,25187,123
Hawaii,1/19/21,25195,8
Hawaii,1/20/21,25278,83
Hawaii,1/21/21,25441,163
Hawaii,1/22/21,25658,217
Hawaii,1/23/21,25758,100
Hawaii,1/24/21,25925,167
Hawaii,1/25/21,26019,94
Hawaii,1/26/21,26030,11
Hawaii,1/27/21,26164,134
Hawaii,1/28/21,26263,99
Hawaii,1/29/21,26460,197
Hawaii,1/30/21,26545,85
Hawaii,1/31/21,26596,51
Hawaii,2/1/21,26692,96
Hawaii,2/2/21,26734,42
Hawaii,2/3/21,26814,80
Hawaii,2/4/21,26953,139
Hawaii,2/5/21,27101,148
Hawaii,2/6/21,27192,91
Hawaii,2/7/21,27236,44
Hawaii,2/8/21,27225,-11
Hawaii,2/9/21,27254,29
Hawaii,2/10/21,27330,76
Hawaii,2/11/21,27454,124
Hawaii,2/12/21,27541,87
Hawaii,2/13/21,27584,43
Hawaii,2/14/21,27616,32
Hawaii,2/15/21,27637,21
Hawaii,2/16/21,27639,2
Hawaii,2/17/21,27679,40
Hawaii,2/18/21,27777,98
Hawaii,2/19/21,27834,57
Hawaii,2/20/21,27886,52
Hawaii,2/21/21,27968,82
Hawaii,2/22/21,28002,34
Hawaii,2/23/21,28044,42
Hawaii,2/24/21,28093,49
Hawaii,2/25/21,28124,31
Hawaii,2/26/21,28239,115
Hawaii,2/27/21,28369,130
Hawaii,2/28/21,28380,11
Hawaii,3/1/21,28381,1
Hawaii,3/2/21,28423,42
Hawaii,3/3/21,28424,1
Hawaii,3/4/21,28521,97
Hawaii,3/5/21,28650,129
Hawaii,3/6/21,28727,77
Hawaii,3/7/21,28746,19
Hawaii,3/8/21,28784,38
Hawaii,3/9/21,28827,43
Hawaii,3/10/21,28831,4
Hawaii,3/11/21,28943,112
Hawaii,3/12/21,29213,270
Hawaii,3/13/21,29180,-33
Hawaii,3/14/21,29219,39
Hawaii,3/15/21,29259,40
Hawaii,3/16/21,29307,48
Hawaii,3/17/21,29397,90
Hawaii,3/18/21,29505,108
Hawaii,3/19/21,29763,258
Hawaii,3/20/21,29765,2
Hawaii,3/21/21,29830,65
Hawaii,3/22/21,29915,85
Hawaii,3/23/21,29916,1
Hawaii,3/24/21,29974,58
Hawaii,3/25/21,30095,121
Hawaii,3/26/21,30265,170
Hawaii,3/27/21,30377,112
Hawaii,3/28/21,30479,102
Hawaii,3/29/21,30579,100
Hawaii,3/30/21,30654,75
Hawaii,3/31/21,30754,100
Hawaii,4/1/21,30867,113
Hawaii,4/2/21,31129,262
Hawaii,4/3/21,31241,112
Hawaii,4/4/21,31337,96
Hawaii,4/5/21,31430,93
Hawaii,4/6/21,31489,59
Hawaii,4/7/21,31565,76
Hawaii,4/8/21,31687,122
Hawaii,4/9/21,31862,175
Hawaii,4/10/21,31975,113
Hawaii,4/11/21,32067,92
Hawaii,4/12/21,32137,70
Hawaii,4/13/21,32200,63
Hawaii,4/14/21,32271,71
Hawaii,4/15/21,32366,95
Hawaii,4/16/21,32548,182
Hawaii,4/17/21,32647,99
Hawaii,4/18/21,32758,111
Hawaii,4/19/21,32823,65
Hawaii,4/20/21,32867,44
Hawaii,4/21/21,32938,71
Hawaii,4/22/21,33035,97
Hawaii,4/23/21,33178,143
Hawaii,4/24/21,33229,51
Hawaii,4/25/21,33351,122
Hawaii,4/26/21,33418,67
Hawaii,4/27/21,33468,50
Hawaii,4/28/21,33537,69
Hawaii,4/29/21,33659,122
Hawaii,4/30/21,33851,192
Hawaii,5/1/21,33970,119
Hawaii,5/2/21,34082,112
Hawaii,5/3/21,34156,74
Hawaii,5/4/21,34234,78
Hawaii,5/5/21,34296,62
Hawaii,5/6/21,34424,128
Hawaii,5/7/21,34469,45
Hawaii,5/8/21,34667,198
Hawaii,5/9/21,34748,81
Hawaii,5/10/21,34808,60
Hawaii,5/11/21,34870,62
Hawaii,5/12/21,34917,47
Hawaii,5/13/21,34991,74
Hawaii,5/14/21,35131,140
Hawaii,5/15/21,35235,104
Hawaii,5/16/21,35359,124
Hawaii,5/17/21,35432,73
Hawaii,5/18/21,35487,55
Hawaii,5/19/21,35585,98
Hawaii,5/20/21,35665,80
Hawaii,5/21/21,35726,61
Hawaii,5/22/21,35819,93
Hawaii,5/23/21,35867,48
Hawaii,5/24/21,35901,34
Hawaii,5/25/21,35924,23
Hawaii,5/26/21,35974,50
Hawaii,5/27/21,36032,58
Hawaii,5/28/21,36076,44
Hawaii,5/29/21,36124,48
Hawaii,5/30/21,36246,122
Hawaii,5/31/21,36276,30
Hawaii,6/1/21,36332,56
Hawaii,6/2/21,36357,25
Hawaii,6/3/21,36402,45
Hawaii,6/4/21,36471,69
Hawaii,6/5/21,36535,64
Hawaii,6/6/21,36616,81
Hawaii,6/7/21,36649,33
Hawaii,6/8/21,36685,36
Hawaii,6/9/21,36731,46
Hawaii,6/10/21,36793,62
Hawaii,6/11/21,36871,78
Hawaii,6/12/21,36975,104
Hawaii,6/13/21,37011,36
Hawaii,6/14/21,37067,56
Hawaii,6/15/21,37104,37
Hawaii,6/16/21,37134,30
Hawaii,6/17/21,37170,36
Hawaii,6/18/21,37214,44
Hawaii,6/19/21,37284,70
Hawaii,6/20/21,37353,69
Hawaii,6/21/21,37367,14
Hawaii,6/22/21,37387,20
Hawaii,6/23/21,37429,42
Hawaii,6/24/21,37484,55
Hawaii,6/25/21,37532,48
Hawaii,6/26/21,37596,64
Hawaii,6/27/21,37647,51
Hawaii,6/28/21,37669,22
Hawaii,6/29/21,37702,33
Hawaii,6/30/21,37758,56
Hawaii,7/1/21,37807,49
Hawaii,7/2/21,37886,79
Hawaii,7/3/21,37933,47
Hawaii,7/4/21,37995,62
Hawaii,7/5/21,38043,48
Hawaii,7/6/21,38082,39
Hawaii,7/7/21,38121,39
Hawaii,7/8/21,38196,75
Hawaii,7/9/21,38265,69
Hawaii,7/10/21,38379,114
Hawaii,7/11/21,38481,102
Hawaii,7/12/21,38544,63
Hawaii,7/13/21,38605,61
Hawaii,7/14/21,38653,48
Hawaii,7/15/21,38819,166
Hawaii,7/16/21,38966,147
Hawaii,7/17/21,39090,124
Hawaii,7/18/21,39254,164
Hawaii,7/19/21,39386,132
Hawaii,7/20/21,39486,100
Hawaii,7/21/21,39649,163
Hawaii,7/22/21,39892,243
Hawaii,7/23/21,40125,233
Hawaii,7/24/21,40383,258
Hawaii,7/25/21,40659,276
Hawaii,7/26/21,40822,163
Idaho,1/22/20,0,0
Idaho,1/23/20,0,0
Idaho,1/24/20,0,0
Idaho,1/25/20,0,0
Idaho,1/26/20,0,0
Idaho,1/27/20,0,0
Idaho,1/28/20,0,0
Idaho,1/29/20,0,0
Idaho,1/30/20,0,0
Idaho,1/31/20,0,0
Idaho,2/1/20,0,0
Idaho,2/2/20,0,0
Idaho,2/3/20,0,0
Idaho,2/4/20,0,0
Idaho,2/5/20,0,0
Idaho,2/6/20,0,0
Idaho,2/7/20,0,0
Idaho,2/8/20,0,0
Idaho,2/9/20,0,0
Idaho,2/10/20,0,0
Idaho,2/11/20,0,0
Idaho,2/12/20,0,0
Idaho,2/13/20,0,0
Idaho,2/14/20,0,0
Idaho,2/15/20,0,0
Idaho,2/16/20,0,0
Idaho,2/17/20,0,0
Idaho,2/18/20,0,0
Idaho,2/19/20,0,0
Idaho,2/20/20,0,0
Idaho,2/21/20,0,0
Idaho,2/22/20,0,0
Idaho,2/23/20,0,0
Idaho,2/24/20,0,0
Idaho,2/25/20,0,0
Idaho,2/26/20,0,0
Idaho,2/27/20,0,0
Idaho,2/28/20,0,0
Idaho,2/29/20,0,0
Idaho,3/1/20,0,0
Idaho,3/2/20,0,0
Idaho,3/3/20,0,0
Idaho,3/4/20,0,0
Idaho,3/5/20,0,0
Idaho,3/6/20,0,0
Idaho,3/7/20,0,0
Idaho,3/8/20,0,0
Idaho,3/9/20,0,0
Idaho,3/10/20,0,0
Idaho,3/11/20,0,0
Idaho,3/12/20,0,0
Idaho,3/13/20,1,1
Idaho,3/14/20,2,1
Idaho,3/15/20,4,2
Idaho,3/16/20,4,0
Idaho,3/17/20,8,4
Idaho,3/18/20,9,1
Idaho,3/19/20,23,14
Idaho,3/20/20,36,13
Idaho,3/21/20,42,6
Idaho,3/22/20,42,0
Idaho,3/23/20,68,26
Idaho,3/24/20,81,13
Idaho,3/25/20,91,10
Idaho,3/26/20,146,55
Idaho,3/27/20,205,59
Idaho,3/28/20,234,29
Idaho,3/29/20,281,47
Idaho,3/30/20,340,59
Idaho,3/31/20,515,175
Idaho,4/1/20,566,51
Idaho,4/2/20,776,210
Idaho,4/3/20,891,115
Idaho,4/4/20,1022,131
Idaho,4/5/20,1078,56
Idaho,4/6/20,1101,23
Idaho,4/7/20,1170,69
Idaho,4/8/20,1210,40
Idaho,4/9/20,1232,22
Idaho,4/10/20,1354,122
Idaho,4/11/20,1396,42
Idaho,4/12/20,1407,11
Idaho,4/13/20,1426,19
Idaho,4/14/20,1464,38
Idaho,4/15/20,1473,9
Idaho,4/16/20,1587,114
Idaho,4/17/20,1609,22
Idaho,4/18/20,1655,46
Idaho,4/19/20,1668,13
Idaho,4/20/20,1672,4
Idaho,4/21/20,1736,64
Idaho,4/22/20,1766,30
Idaho,4/23/20,1836,70
Idaho,4/24/20,1870,34
Idaho,4/25/20,1887,17
Idaho,4/26/20,1897,10
Idaho,4/27/20,1897,0
Idaho,4/28/20,1952,55
Idaho,4/29/20,1952,0
Idaho,4/30/20,1984,32
Idaho,5/1/20,2015,31
Idaho,5/2/20,2061,46
Idaho,5/3/20,2061,0
Idaho,5/4/20,2106,45
Idaho,5/5/20,2127,21
Idaho,5/6/20,2158,31
Idaho,5/7/20,2178,20
Idaho,5/8/20,2178,0
Idaho,5/9/20,2205,27
Idaho,5/10/20,2230,25
Idaho,5/11/20,2260,30
Idaho,5/12/20,2293,33
Idaho,5/13/20,2293,0
Idaho,5/14/20,2351,58
Idaho,5/15/20,2351,0
Idaho,5/16/20,2419,68
Idaho,5/17/20,2419,0
Idaho,5/18/20,2455,36
Idaho,5/19/20,2455,0
Idaho,5/20/20,2506,51
Idaho,5/21/20,2506,0
Idaho,5/22/20,2595,89
Idaho,5/23/20,2595,0
Idaho,5/24/20,2626,31
Idaho,5/25/20,2626,0
Idaho,5/26/20,2626,0
Idaho,5/27/20,2699,73
Idaho,5/28/20,2770,71
Idaho,5/29/20,2770,0
Idaho,5/30/20,2803,33
Idaho,5/31/20,2839,36
Idaho,6/1/20,2839,0
Idaho,6/2/20,2933,94
Idaho,6/3/20,2933,0
Idaho,6/4/20,2990,57
Idaho,6/5/20,3111,121
Idaho,6/6/20,3139,28
Idaho,6/7/20,3139,0
Idaho,6/8/20,3189,50
Idaho,6/9/20,3221,32
Idaho,6/10/20,3260,39
Idaho,6/11/20,3260,0
Idaho,6/12/20,3353,93
Idaho,6/13/20,3353,0
Idaho,6/14/20,3399,46
Idaho,6/15/20,3399,0
Idaho,6/16/20,3462,63
Idaho,6/17/20,3632,170
Idaho,6/18/20,3743,111
Idaho,6/19/20,3871,128
Idaho,6/20/20,4004,133
Idaho,6/21/20,4006,2
Idaho,6/22/20,4256,250
Idaho,6/23/20,4254,-2
Idaho,6/24/20,4402,148
Idaho,6/25/20,4865,463
Idaho,6/26/20,4865,0
Idaho,6/27/20,5322,457
Idaho,6/28/20,5322,0
Idaho,6/29/20,5752,430
Idaho,6/30/20,6117,365
Idaho,7/1/20,6370,253
Idaho,7/2/20,6593,223
Idaho,7/3/20,6994,401
Idaho,7/4/20,7370,376
Idaho,7/5/20,7733,363
Idaho,7/6/20,8052,319
Idaho,7/7/20,8539,487
Idaho,7/8/20,8969,430
Idaho,7/9/20,9429,460
Idaho,7/10/20,9929,500
Idaho,7/11/20,10506,577
Idaho,7/12/20,10903,397
Idaho,7/13/20,11404,501
Idaho,7/14/20,11720,316
Idaho,7/15/20,12449,729
Idaho,7/16/20,13134,685
Idaho,7/17/20,13753,619
Idaho,7/18/20,14303,550
Idaho,7/19/20,14874,571
Idaho,7/20/20,15268,394
Idaho,7/21/20,15823,555
Idaho,7/22/20,16322,499
Idaho,7/23/20,16737,415
Idaho,7/24/20,17265,528
Idaho,7/25/20,17826,561
Idaho,7/26/20,18178,352
Idaho,7/27/20,18692,514
Idaho,7/28/20,19220,528
Idaho,7/29/20,19674,454
Idaho,7/30/20,20242,568
Idaho,7/31/20,20716,474
Idaho,8/1/20,21110,394
Idaho,8/2/20,21110,0
Idaho,8/3/20,21670,560
Idaho,8/4/20,22236,566
Idaho,8/5/20,22708,472
Idaho,8/6/20,23401,693
Idaho,8/7/20,23925,524
Idaho,8/8/20,24497,572
Idaho,8/9/20,24675,178
Idaho,8/10/20,25104,429
Idaho,8/11/20,25598,494
Idaho,8/12/20,26134,536
Idaho,8/13/20,26629,495
Idaho,8/14/20,27171,542
Idaho,8/15/20,27475,304
Idaho,8/16/20,27656,181
Idaho,8/17/20,27937,281
Idaho,8/18/20,28321,384
Idaho,8/19/20,28680,359
Idaho,8/20/20,29110,430
Idaho,8/21/20,29364,254
Idaho,8/22/20,29659,295
Idaho,8/23/20,29845,186
Idaho,8/24/20,30057,212
Idaho,8/25/20,30465,408
Idaho,8/26/20,30771,306
Idaho,8/27/20,31113,342
Idaho,8/28/20,31376,263
Idaho,8/29/20,31668,292
Idaho,8/30/20,31858,190
Idaho,8/31/20,32081,223
Idaho,9/1/20,32353,272
Idaho,9/2/20,32664,311
Idaho,9/3/20,32927,263
Idaho,9/4/20,33193,266
Idaho,9/5/20,33474,281
Idaho,9/6/20,33664,190
Idaho,9/7/20,33738,74
Idaho,9/8/20,33978,240
Idaho,9/9/20,34300,322
Idaho,9/10/20,34617,317
Idaho,9/11/20,34950,333
Idaho,9/12/20,35167,217
Idaho,9/13/20,35279,112
Idaho,9/14/20,35532,253
Idaho,9/15/20,35810,278
Idaho,9/16/20,36093,283
Idaho,9/17/20,36489,396
Idaho,9/18/20,36959,470
Idaho,9/19/20,37247,288
Idaho,9/20/20,37491,244
Idaho,9/21/20,37901,410
Idaho,9/22/20,38347,446
Idaho,9/23/20,38743,396
Idaho,9/24/20,39234,491
Idaho,9/25/20,39757,523
Idaho,9/26/20,40296,539
Idaho,9/27/20,40501,205
Idaho,9/28/20,40923,422
Idaho,9/29/20,41434,511
Idaho,9/30/20,42048,614
Idaho,10/1/20,42561,513
Idaho,10/2/20,43238,677
Idaho,10/3/20,43702,464
Idaho,10/4/20,43964,262
Idaho,10/5/20,44422,458
Idaho,10/6/20,45082,660
Idaho,10/7/20,45753,671
Idaho,10/8/20,46426,673
Idaho,10/9/20,47088,662
Idaho,10/10/20,47701,613
Idaho,10/11/20,48066,365
Idaho,10/12/20,48663,597
Idaho,10/13/20,49247,584
Idaho,10/14/20,49892,645
Idaho,10/15/20,50610,718
Idaho,10/16/20,51704,1094
Idaho,10/17/20,52582,878
Idaho,10/18/20,53092,510
Idaho,10/19/20,53790,698
Idaho,10/20/20,54663,873
Idaho,10/21/20,55650,987
Idaho,10/22/20,56600,950
Idaho,10/23/20,57673,1073
Idaho,10/24/20,58694,1021
Idaho,10/25/20,59344,650
Idaho,10/26/20,60041,697
Idaho,10/27/20,60923,882
Idaho,10/28/20,61785,862
Idaho,10/29/20,62746,961
Idaho,10/30/20,63810,1064
Idaho,10/31/20,64608,798
Idaho,11/1/20,65088,480
Idaho,11/2/20,65845,757
Idaho,11/3/20,67024,1179
Idaho,11/4/20,68314,1290
Idaho,11/5/20,69579,1265
Idaho,11/6/20,70909,1330
Idaho,11/7/20,72312,1403
Idaho,11/8/20,72961,649
Idaho,11/9/20,74227,1266
Idaho,11/10/20,75428,1201
Idaho,11/11/20,77121,1693
Idaho,11/12/20,78279,1158
Idaho,11/13/20,79798,1519
Idaho,11/14/20,81317,1519
Idaho,11/15/20,82245,928
Idaho,11/16/20,83344,1099
Idaho,11/17/20,85125,1781
Idaho,11/18/20,86435,1310
Idaho,11/19/20,87978,1543
Idaho,11/20/20,89764,1786
Idaho,11/21/20,90834,1070
Idaho,11/22/20,91653,819
Idaho,11/23/20,93090,1437
Idaho,11/24/20,94730,1640
Idaho,11/25/20,96503,1773
Idaho,11/26/20,96503,0
Idaho,11/27/20,98500,1997
Idaho,11/28/20,99660,1160
Idaho,11/29/20,100484,824
Idaho,11/30/20,101698,1214
Idaho,12/1/20,103305,1607
Idaho,12/2/20,104734,1429
Idaho,12/3/20,106455,1721
Idaho,12/4/20,108366,1911
Idaho,12/5/20,109705,1339
Idaho,12/6/20,110510,805
Idaho,12/7/20,111893,1383
Idaho,12/8/20,113905,2012
Idaho,12/9/20,116203,2298
Idaho,12/10/20,118028,1825
Idaho,12/11/20,119610,1582
Idaho,12/12/20,120632,1022
Idaho,12/13/20,121179,547
Idaho,12/14/20,122217,1038
Idaho,12/15/20,124019,1802
Idaho,12/16/20,125452,1433
Idaho,12/17/20,126878,1426
Idaho,12/18/20,128218,1340
Idaho,12/19/20,129069,851
Idaho,12/20/20,129960,891
Idaho,12/21/20,130877,917
Idaho,12/22/20,132594,1717
Idaho,12/23/20,133985,1391
Idaho,12/24/20,135233,1248
Idaho,12/25/20,135233,0
Idaho,12/26/20,135787,554
Idaho,12/27/20,136215,428
Idaho,12/28/20,137010,795
Idaho,12/29/20,138524,1514
Idaho,12/30/20,139864,1340
Idaho,12/31/20,141077,1213
Idaho,1/1/21,141077,0
Idaho,1/2/21,142199,1122
Idaho,1/3/21,142507,308
Idaho,1/4/21,143305,798
Idaho,1/5/21,144843,1538
Idaho,1/6/21,146106,1263
Idaho,1/7/21,147173,1067
Idaho,1/8/21,148258,1085
Idaho,1/9/21,149235,977
Idaho,1/10/21,149667,432
Idaho,1/11/21,150239,572
Idaho,1/12/21,151273,1034
Idaho,1/13/21,152364,1091
Idaho,1/14/21,153358,994
Idaho,1/15/21,154470,1112
Idaho,1/16/21,155276,806
Idaho,1/17/21,155554,278
Idaho,1/18/21,155554,0
Idaho,1/19/21,156778,1224
Idaho,1/20/21,157588,810
Idaho,1/21/21,158200,612
Idaho,1/22/21,158798,598
Idaho,1/23/21,159325,527
Idaho,1/24/21,159506,181
Idaho,1/25/21,160033,527
Idaho,1/26/21,160592,559
Idaho,1/27/21,161212,620
Idaho,1/28/21,161720,508
Idaho,1/29/21,162355,635
Idaho,1/30/21,162683,328
Idaho,1/31/21,162683,0
Idaho,2/1/21,163165,482
Idaho,2/2/21,163656,491
Idaho,2/3/21,164163,507
Idaho,2/4/21,164565,402
Idaho,2/5/21,164969,404
Idaho,2/6/21,165209,240
Idaho,2/7/21,165209,0
Idaho,2/8/21,165658,449
